Name,Gender,Age,MStat,PostCode,Population,NClaims,TotalClaims
QUINTIN DIETRICH,M,64,S,3555,18409,0,0
LUCY ACKERMAN,F,37,S,2046,25180,0,0
LYNN CHA,F,24,M,3021,51784,0,0
MERTIE ARMOUR,F,39,S,2620,36434,1,2150.749872
MUOI CECIL,F,31,M,3123,13101,0,0
BRIAN SCROGGINS,M,24,M,2210,28012,3,11114.25094
DERICK SWISHER,M,16,S,2444,42618,1,300
TYRONE CAIN,M,49,S,4152,42501,1,10722.60604
OLEN WORKMAN,M,63,M,3020,40553,1,1349.193666
TISA MOCK,F,67,S,3113,8477,0,0
DAMON GARNETT,M,49,S,4350,102245,2,8116.594578
YANG SOLORIO,F,32,M,2580,27112,0,0
LULU KELLEY,F,84,S,4160,17433,0,0
GARY FITZGERALD,M,46,S,3172,22367,0,0
CHANELLE MONTERO,F,31,S,6722,10541,0,0
CLAIR SASSER,M,45,S,2018,15397,0,0
KIANA HORN,F,63,M,6108,22965,0,0
KARON MCKEEVER,F,55,S,4035,23303,0,0
LORENZO REDDING,M,17,S,4165,33243,1,554.9779759
JANEE COURTNEY,F,43,S,5163,14154,0,0
BREANN GOODE,F,44,S,5152,6020,1,1452.34435
MILLARD ROMAN,M,49,M,4868,21454,0,0
SUSANNE ROSENBAUM,F,39,S,847,382,0,0
SHELBY TRENT,F,23,M,3109,27046,0,0
DORCAS COVINGTON,F,70,S,4214,35809,1,2307.874259
DEIDRA AHMAD,F,25,M,5127,8003,0,0
LANE FLAHERTY,M,53,S,4517,599,0,0
ARON ELLINGTON,M,31,S,3135,19000,1,907.0018123
VERNA HOLLINS,F,55,S,4350,102245,1,7688.336587
DEL KELLEHER,M,61,S,3666,4869,0,0
KARRIE GROSS,F,66,S,7011,14421,0,0
ELINOR FRANCIS,F,24,M,2529,22309,0,0
WENDIE LAPOINTE,F,49,S,2448,8702,0,0
CRISSY JARAMILLO,F,77,S,5041,12972,0,0
NORBERT RUFFIN,M,89,S,822,24111,1,3447.678
TRAVIS CORREIA,F,22,M,2765,14841,1,4553.597342
JAMEY CORNWELL,F,24,M,3192,20291,0,0
FERNANDO CORNWELL,M,55,S,2194,21218,1,1415.402817
TOWANDA ALSTON,F,67,S,2121,24617,0,0
MILO CARTWRIGHT,M,26,M,2759,26501,1,720.6820565
DELORIS FRY,F,28,M,2870,12219,0,0
JOHNNY CLAYTON,M,46,M,2161,28269,0,0
MARIO VARNER,F,48,M,2456,13580,0,0
COREY OLIVAS,M,62,S,2261,51003,0,0
VINCENT DICKEY,M,86,S,4655,55297,0,0
DONOVAN MABRY,M,29,M,2227,14048,0,0
TANNA ISLAM,F,58,S,2020,10178,0,0
ROBYN MARR,F,45,S,3660,7418,0,0
MINH MAYNARD,M,54,S,4215,44715,0,0
DARON HOWELL,M,29,S,4516,3722,0,0
CARTER FORTIN,M,36,S,6020,20283,1,549.1967594
USHA HERNANDEZ,F,57,S,3102,6016,0,0
JAY TORRES,M,46,S,3429,34575,0,0
FREDDIE MCNEAL,M,20,M,2780,12920,0,0
ALAYNA ROSSI,F,90,S,4159,13797,0,0
ELENORE WARNER,F,40,M,2021,14239,0,0
BARRETT BUSBY,M,45,S,4216,33735,1,3068.95227
MERLE MCLAIN,F,47,S,3025,11379,1,10940.40911
SHAWN MEEK,M,32,M,5033,7851,0,0
THELMA PICKERING,F,61,M,3550,40145,3,22373.92576
VAUGHN BUDD,M,62,M,3200,5628,0,0
KELI NEEL,F,50,M,2864,1149,0,0
ELYSE TO,F,20,S,2324,22535,1,1742.256842
YOLONDA SEO,F,36,S,3806,45549,0,0
KENTON TURCIOS,M,31,M,2035,33234,1,2951.613778
FREDA WILLEY,F,34,M,4014,10778,0,0
EVELYNN GOOLSBY,F,54,S,2619,9422,0,0
SHEMIKA KEENEY,F,43,M,4870,66306,0,0
TOSHIA RANDOLPH,F,36,S,5167,5250,0,0
PHILLIP BROWER,M,81,S,5015,5792,0,0
YURI KIM,F,42,S,3058,31552,0,0
JENNA SHIELDS,F,72,S,2046,25180,0,0
LEMUEL SNIPES,M,59,S,3216,52005,0,0
VINCENT MELO,M,51,M,2138,13519,0,0
BOK DEAN,F,35,S,3037,46879,0,0
ARLENA DICKEY,F,65,S,6064,30439,0,0
TIFFANI DEMPSEY,F,71,S,3174,35770,0,0
EMORY NOBLES,M,68,S,3032,25342,1,6604.676011
MYRON SHERWOOD,M,56,S,4511,8027,0,0
CANDICE INFANTE,F,64,S,5414,251,0,0
MARGOT LE,F,66,S,4870,66306,1,859.9365926
EZRA TENORIO,M,41,S,4069,33073,0,0
LILLIANA STOCK,F,35,M,3537,1172,0,0
CHARLES DESIMONE,M,25,M,7252,2266,0,0
RORY DIETZ,M,64,S,4817,29739,0,0
STUART THORNHILL,M,30,S,3690,30550,1,1074.967058
PAULITA THACKER,F,62,S,4217,35329,0,0
SHAD LORD,M,38,S,3121,26120,1,7606.727413
FREDDIE FLOYD,M,57,M,3142,12869,0,0
ERYN AMIN,F,56,S,2338,1536,0,0
DANELLE AYERS,F,40,M,6450,12379,1,649.6507484
THURMAN BOLEN,M,39,S,2168,41911,1,1158.605033
ROSENDO DOUGLAS,M,78,S,5114,29097,1,15400.06477
MIKE SUN,F,59,S,870,25187,1,2865.834087
REINALDO HOLM,M,45,M,4662,870,0,0
GUS DICKENS,M,28,M,3087,8986,0,0
ZACK GONCALVES,M,68,S,2319,6317,0,0
LEVI NG,M,35,M,3450,6749,0,0
DEANDRA HOOK,F,79,S,2096,13875,1,1146.225455
TOMMIE LUGO,M,76,S,2767,19505,3,23123.60329
BARNEY FAIR,M,25,M,2221,15785,0,0
ROMANA BASSETT,F,64,S,3434,4412,0,0
MICHEL CHAPIN,M,53,S,822,24111,0,0
CONNIE CAIN,M,85,S,2041,14753,2,11697.79218
ARDEN KAPLAN,M,53,S,4670,77161,0,0
NORRIS MOYER,M,30,M,2666,5059,0,0
AVA BEALE,F,84,S,3028,27778,1,4900.935852
OSCAR HYATT,M,67,S,2460,28593,2,7835.956817
GRAIG DUFF,M,33,M,4034,41832,0,0
JULES SHERROD,M,46,S,2573,4506,0,0
ELMO MCMANUS,M,81,S,3764,7535,0,0
COY BAILEY,M,19,M,5112,18735,1,1919.01617
ODILIA MANNING,F,42,S,2753,17082,0,0
TANNER SALAS,M,31,M,6083,3462,0,0
LEVI FULTZ,M,89,S,2535,6997,0,0
OLLIE VIGIL,M,56,S,6156,16022,0,0
VERNON FORMAN,M,24,M,6532,5787,0,0
HELENA MCCURDY,F,55,S,4014,10778,0,0
ROSELYN LOVEJOY,F,47,S,3195,34102,0,0
BRUCE AIKEN,M,50,S,4215,44715,2,7599.759415
WHITNEY ENG,M,40,S,4655,55297,0,0
CECILLE BURNSIDE,F,25,M,3103,15325,1,1937.298215
BUFORD MELLO,M,32,S,2615,43703,0,0
PHILLIP DOWELL,M,30,M,4551,48893,1,7661.837572
MARYJANE VALLEJO,F,22,M,2122,28545,0,0
JULES BAPTISTE,M,53,S,3131,21001,0,0
ANTONE EARLE,M,55,S,4152,42501,1,13607.53187
GERARD URBAN,M,53,S,2088,27452,0,0
ONIE TURLEY,F,17,S,3803,10161,0,0
ERYN STATEN,F,16,S,4350,102245,2,11533.99269
DANILO HOPKINS,M,49,S,3630,29554,0,0
CECILY WITHERS,F,68,S,2126,18779,0,0
DOMINICK BRATTON,M,19,M,6058,11811,0,0
NESTOR SHOOK,M,58,S,2171,24390,1,831.2534031
ARIEL SUMNER,M,51,S,4570,39094,0,0
RINA CROWDER,F,33,M,3136,40963,0,0
KELLEY BURCHETT,M,31,S,3350,54342,0,0
GERARDO SIERRA,M,40,S,3350,54342,1,5049.157022
LASHAWNA STIDHAM,F,77,S,4680,50832,2,5507.91485
MARY ALMARAZ,F,26,M,4551,48893,0,0
ENOCH SCRUGGS,M,37,M,2570,28344,0,0
FRANCENE CLEVENGER,F,45,S,6123,1430,2,1448.364684
CLARENCE CREAMER,F,28,M,2620,36434,0,0
SYDNEY TIJERINA,M,35,S,3089,11504,0,0
EARL NUNEZ,M,22,M,2220,28432,1,1986.521777
OLETA NORWOOD,F,31,M,2166,49723,0,0
DONOVAN KISH,M,21,M,2303,9005,0,0
PIERRE LAMBERT,M,58,S,7315,14272,0,0
WILLY CROW,M,48,S,3071,17434,1,300
MARDELL GOMES,F,32,S,4211,56333,2,3419.116782
LINA NEWTON,F,53,S,3960,2287,0,0
LEONA GARBER,F,32,S,3153,19659,0,0
SETH CHESTNUT,M,20,S,4500,37630,0,0
EARNEST GROVE,M,58,S,3024,17996,0,0
ADELINE BUSS,F,69,S,4105,12833,1,2797.080846
MERLIN PACKARD,M,23,M,4870,66306,1,300
JILL KENNEDY,F,69,S,4226,29249,0,0
ELENE AINSWORTH,F,41,M,6280,23485,0,0
DOMINICK ABNEY,M,35,M,5067,9957,0,0
MAURO MARQUES,M,57,S,3089,11504,0,0
WANITA ONEILL,F,30,S,2010,25404,0,0
VILMA JUDD,F,22,M,3051,11755,1,5157.174154
JULES WASSON,M,39,S,2121,24617,0,0
ROYAL VERA,M,54,S,2106,9036,0,0
RICKEY STINE,M,69,S,2022,11594,0,0
RAY STROTHER,M,57,S,4740,79542,1,10972.92279
GERTRUDIS SEILER,F,37,M,5161,9782,0,0
NICKY FLANDERS,F,38,M,4127,21747,0,0
EMMIE OLSEN,F,29,M,3150,58306,0,0
LYNN BAPTISTE,F,33,S,4054,12963,0,0
ADRIANNE MORENO,F,59,S,4211,56333,0,0
LAVONNA ROUSH,F,61,S,2774,12650,0,0
RAYNA ALLMAN,F,88,S,6726,5158,0,0
VERONICA PECK,F,49,S,3400,14284,0,0
MARISELA SELLS,F,76,S,4818,20306,1,3976.599059
CLEMENTINE REYES,F,62,S,5113,18688,0,0
BRENDON TANG,M,39,S,3181,18262,1,1242.139043
TREVOR VAN,M,38,S,3225,3880,0,0
LANDON BABCOCK,M,32,S,2612,14666,0,0
CHET RHOADS,M,53,S,6317,4184,0,0
HEIDE TOBIN,F,23,M,3934,17089,0,0
PRINCE BRAVO,M,43,M,5243,922,0,0
JASMIN DEANDA,F,61,S,3204,28184,0,0
CYNDI DELRIO,F,76,S,3350,54342,0,0
DEVIN VALENTINE,M,67,S,4810,21525,1,2054.265322
DAMON BROUSSARD,M,53,S,4151,14946,2,9139.853241
ABDUL METZ,M,86,S,6019,20154,1,2010.655672
KERRY BAXTER,M,35,S,2168,41911,2,15348.50084
ELOIS AMES,F,33,S,2325,26225,1,1611.562131
TRINIDAD TIERNEY,M,26,S,4301,23203,0,0
MCKENZIE JAIN,F,28,M,6015,6356,0,0
KARA REINHART,F,80,S,2020,10178,0,0
TERRANCE HILLS,M,25,M,822,24111,0,0
ALEXANDRA FAVELA,F,35,S,3844,27592,0,0
KATIA COUGHLIN,F,38,S,3058,31552,1,1990.294523
ISREAL DODSON,M,56,M,4156,2983,0,0
TEDDY DUPRE,M,56,S,2827,3586,0,0
ARIANNE JORGENSON,F,63,S,3183,17953,0,0
BELIA COSBY,F,42,M,4870,66306,1,2769.930472
JONAS STEGALL,M,25,S,3280,29966,0,0
DELMAR SPEER,M,36,S,2193,13988,1,17941.59024
CATHIE VELA,F,71,S,2285,27798,0,0
TOSHA CLEMENTS,F,23,M,2017,14469,0,0
MUI GARAY,F,62,S,3124,20031,0,0
LEIGH TOBAR,M,80,S,5162,33458,0,0
ELDON STAMPER,M,35,S,2196,29598,2,28843.34469
CECILLE SIKES,F,77,S,4034,41832,1,1071.142187
EUGENE WOODS,F,51,S,4802,8341,0,0
KARL CORRAL,M,31,M,4305,57601,1,5050.979313
JESSIE DONALD,M,32,S,6230,40641,0,0
SEAN PAULSON,M,17,S,3685,2480,0,0
LAVERN VANDENBERG,F,22,M,2570,28344,1,300
KENT WHITT,M,72,S,2261,51003,2,5766.424222
BARTON ARTIS,M,20,M,6061,33695,0,0
BRINDA BENJAMIN,F,18,M,2010,25404,0,0
STARR CHRISTIANSON,F,80,S,4701,42364,0,0
AVERY CHEEK,F,25,M,2177,15188,0,0
ROYCE FELICIANO,M,37,S,4815,20522,0,0
ECHO KRAUS,F,38,M,4670,77161,3,6297.829828
JEFFIE WOLFF,F,39,S,2340,45700,1,4899.618393
ELLIOTT LOGAN,M,30,M,3030,77756,0,0
AUDREY OAKS,F,39,S,822,24111,0,0
ELOY CARNEY,M,42,M,4169,12602,0,0
SANTO CRISP,M,55,S,4714,3013,0,0
ORVAL DAVILA,M,46,S,3805,54481,1,17116.29451
JEFFREY HIGGINBOTHAM,M,18,M,5069,8274,0,0
DOMENIC SUGGS,M,29,M,5253,17886,0,0
BLAIR FELICIANO,M,25,M,3004,7738,1,2522.592883
RUDOLPH KEEFER,M,26,M,3930,17248,0,0
JOHNSIE CURIEL,F,83,S,4305,57601,1,5250.428582
KATRICE NERI,F,82,S,2745,26233,0,0
ROLF CHAMPAGNE,M,53,M,6022,4982,0,0
HARRY ORLANDO,M,47,S,2037,13842,0,0
HILDEGARDE CHENEY,F,82,S,5343,5099,0,0
JULIANNA HARDING,F,53,S,4680,50832,0,0
NORRIS MATTSON,M,34,M,2357,4364,0,0
MICHAEL SLONE,M,67,S,7008,11824,0,0
GARY JASSO,M,60,S,4630,2615,0,0
LUCILA SALEH,F,44,S,2422,5217,0,0
MAMMIE MAIER,F,25,M,2259,53994,0,0
PARIS GRANDE,M,54,M,5041,12972,1,1432.038544
NOLAN TIMM,M,56,S,2194,21218,0,0
CLAUDE CARDEN,M,76,S,2170,95044,0,0
CINDERELLA DELUNA,F,56,S,3150,58306,1,2938.812979
HUE WEBER,F,28,M,4810,21525,0,0
MALCOM PROFFITT,M,42,S,2560,72235,1,300
HUMBERTO LANGER,M,34,M,870,25187,0,0
GERARD CATHEY,M,61,S,4127,21747,0,0
SHEENA DOWELL,F,54,M,2132,10380,0,0
AMI DENNIS,F,69,S,6151,16437,0,0
KARRIE CREEL,F,43,S,5521,378,0,0
JUNIOR MCGREW,M,35,S,2293,2127,0,0
JOLYNN GUFFEY,F,75,S,2192,12575,2,15878.54306
ADELINA SCHULTE,F,63,S,4280,14880,0,0
MADELINE BARBOZA,F,28,M,2648,2501,0,0
RILEY MCEWEN,M,62,S,2630,8330,0,0
SUZIE BOUDREAUX,F,47,S,2126,18779,0,0
LACI OCONNELL,F,47,M,3690,30550,0,0
GARY GALBRAITH,M,57,S,3340,17992,0,0
NICHOLAS HUFF,M,68,S,4740,79542,1,2544.432158
JAIMIE MAYA,F,61,M,4610,14486,0,0
KARMA FRANTZ,F,90,S,3188,16874,1,4703.41034
DEBBRA HOLMES,F,51,S,2606,8170,0,0
XAVIER TITUS,M,29,S,5125,18507,0,0
GASTON PROCTOR,M,28,S,3221,7926,0,0
ROY HAMEL,M,60,M,6059,22520,0,0
ENRIQUE PEREA,M,72,S,2262,20153,1,1107.890909
WILLARD CONTRERAS,M,30,S,4211,56333,0,0
JANELLA WEED,F,44,M,4000,14334,0,0
OLIN SEALS,M,46,S,2777,17783,0,0
SAMMY ZIEGLER,M,51,S,6530,31963,0,0
KASHA CHIN,F,28,S,6052,10444,0,0
KITTIE HEATON,F,51,S,6000,9238,0,0
TALISHA PURVIS,F,39,M,6158,6932,0,0
ISABEL MCFARLANE,F,55,S,4213,27712,0,0
BARNEY TUCKER,M,47,S,5013,9884,0,0
ARON CANALES,M,47,M,812,19315,0,0
KRAIG BRACKETT,M,52,M,2226,11874,0,0
ROSELYN QUEVEDO,F,43,S,3134,31104,0,0
FRANCESCO RATCLIFF,M,16,S,6064,30439,0,0
NIDIA WOLFF,F,45,S,2065,27175,0,0
CHARLOTTE TRAPP,F,20,M,2077,34898,0,0
MARAGRET KUYKENDALL,F,34,S,3095,27643,0,0
YVETTE COTE,F,37,S,3058,31552,0,0
DANELLE MAXEY,F,31,S,7011,14421,0,0
LOUVENIA KEEN,F,39,S,2100,19445,0,0
NEOMA WEIDNER,F,78,S,4205,4590,0,0
DENVER KELLEHER,M,40,S,4670,77161,1,2557.015096
NICHOL HAMMOND,F,38,S,4556,38726,1,1323.998522
GERTIE IVORY,F,36,S,2213,20376,0,0
COREY SMOTHERS,M,37,M,3028,27778,0,0
NEWTON TOMAS,M,48,M,5084,9476,0,0
MILAN JAIMES,M,63,S,3156,35656,1,1246.401675
CHARLOTT COLBERT,F,24,M,4007,10453,0,0
TED ALLEN,M,46,S,6061,33695,1,408.8733998
DANNY HOLLY,M,49,S,4301,23203,0,0
KIERSTEN ISOM,F,41,M,2010,25404,0,0
HOLLIS CHANCE,M,46,S,2234,30830,0,0
BIRGIT BEAN,F,27,S,4011,14424,0,0
BEA FAIR,F,29,M,2035,33234,0,0
KIETH ROPER,M,26,S,2761,27726,1,8170.475358
COLTON HARDISON,M,53,S,4559,5946,0,0
MIYOKO SPEARMAN,F,38,S,4751,4335,0,0
CONRAD BENSON,M,71,S,3278,455,2,1412.336504
NICHOLLE DU,F,37,S,6064,30439,1,7692.364686
MAGDALEN KNUDSON,F,57,S,4370,17238,1,1304.740119
KIP BUCHER,M,49,M,2041,14753,0,0
RONNI GUERRERO,F,29,S,4128,15877,0,0
ZACHARIAH MCCULLOUGH,M,63,S,3103,15325,0,0
OLLIE LOMELI,M,63,S,4352,24793,2,7829.764824
SHANNON CREWS,M,26,M,2680,22687,0,0
MAURICE HAYS,M,69,S,2560,72235,0,0
MAXIMA MONTIEL,F,29,M,2759,26501,0,0
VERLINE BARRY,F,57,S,6302,3395,0,0
CLAUDIO HANNON,M,66,S,3871,2863,0,0
CHRISTIA VALENTE,F,53,S,3075,19872,1,7081.603559
ANISSA MARKS,F,50,S,6056,37071,0,0
BRICE VELARDE,M,51,S,3976,23768,0,0
ARDITH HYLAND,F,30,S,4506,19702,0,0
BRENDAN OLMSTEAD,M,82,S,2208,11517,0,0
HERBERT BRODERICK,M,61,S,4511,8027,0,0
ANTONE PHELPS,M,25,M,4216,33735,0,0
BLAIR PALMA,M,47,M,2790,14815,0,0
EARNESTINE NEELEY,F,21,M,4820,10792,0,0
MYRTLE BUCKINGHAM,F,35,S,4817,29739,0,0
MELODI LITTLETON,F,32,M,3039,13532,0,0
CEDRIC RICKER,M,69,S,2007,7111,2,5916.108368
CARMEN LUCIO,M,42,S,2112,27771,0,0
MIKE CAVANAUGH,M,34,S,6076,21503,2,5288.598594
COREY LIVELY,M,57,S,3064,53173,1,2456.028088
MERVIN TAYLOR,M,26,S,3181,18262,0,0
MICHAEL FORT,M,38,S,4556,38726,0,0
EUSEBIO JOHNSEN,M,58,S,5162,33458,0,0
EZEQUIEL SCARBOROUGH,M,46,S,830,17977,1,768.6330615
DONTE TOSCANO,M,22,M,5231,1172,0,0
JOYE FREEDMAN,F,67,S,5251,12687,0,0
JOHNNY WILBUR,M,79,S,6107,36882,0,0
LAURENCE BERLIN,F,50,S,3111,11793,0,0
CORTEZ JETER,M,85,S,4211,56333,0,0
SUDIE BARRAGAN,F,59,S,2165,39513,0,0
LETITIA CLOUGH,F,21,M,6081,4717,0,0
IDA CHOU,F,53,S,2065,27175,0,0
NADINE PACKARD,F,57,S,2650,53974,4,21504.79441
MARGENE KIEFER,F,25,M,4556,38726,1,300
MARCENE GOODIN,F,40,S,4350,102245,0,0
JULIAN FREED,M,32,S,3023,55703,0,0
ALONZO ASHER,M,26,S,3351,7721,0,0
KARRY ALCORN,F,46,S,4503,34305,1,696.806762
BENJAMIN HAM,M,36,S,2582,11512,1,385.7923947
JOE WINTER,M,20,M,6230,40641,0,0
JOEY JUDGE,F,16,S,2287,33274,0,0
MAGEN MASSIE,F,24,S,2170,95044,2,1008.832692
FAVIOLA QUIGLEY,F,20,M,3165,25925,0,0
ALTHA OROSCO,F,63,S,2260,21788,0,0
MIKE KERN,M,24,M,2820,7878,0,0
SOPHIE COONEY,F,27,S,2017,14469,1,7387.440375
KENETH FREELAND,M,28,S,3095,27643,0,0
TERRELL WOLF,M,23,M,2218,15176,0,0
DESHAWN KAHN,M,87,M,2230,26976,0,0
CATERINA MEDLIN,F,24,M,2122,28545,0,0
JOSEF CHILDS,M,84,S,2538,2263,0,0
MODESTA SINGH,F,68,S,3551,24131,1,9755.166385
ELMIRA OLIVER,F,23,M,4650,32850,0,0
DAN SLAGLE,M,16,S,2450,38299,1,823.9934849
BRIGITTE MALDONADO,F,25,M,4868,21454,1,9014.270305
MAGDALENA BELLO,F,31,M,6108,22965,3,10671.72487
DONNIE GALLAGHER,M,35,S,3429,34575,0,0
JARROD ZARAGOZA,M,56,S,3820,14073,0,0
DONNIE CADENA,M,54,S,5092,15875,0,0
EMMANUEL PUTNAM,M,51,M,2148,58671,0,0
CHIEKO IRWIN,F,38,M,3172,22367,1,7574.475488
BELEN ROBLEDO,F,64,M,6530,31963,0,0
LASHAWNA POMEROY,F,34,M,4650,32850,0,0
ART KUEHN,M,75,S,2122,28545,1,1717.59256
SHANNON TONG,M,77,S,2761,27726,0,0
BILLY YOUNG,F,23,M,2176,46064,0,0
SHAD BREEN,M,33,S,4216,33735,1,1918.933868
JODY WEBB,M,47,S,2031,32321,0,0
ALI BEYER,M,32,M,4103,13220,0,0
LILIANA CARDWELL,F,22,M,2500,37081,1,6101.838084
LAUREN HOPKINS,F,46,S,4032,14287,0,0
MAURO MONAGHAN,M,50,S,4121,23782,1,1881.986402
IRAIDA NEVAREZ,F,36,S,2615,43703,1,8214.291224
JAY SULLIVAN,F,53,S,2260,21788,0,0
KRYSTINA MAGNUSON,F,61,S,2567,33965,0,0
ROGER HARLAN,M,30,S,7017,4731,0,0
DARIA INIGUEZ,F,19,M,2540,41738,0,0
LUCINDA FAN,F,75,S,3629,9155,1,12296.3952
FELICIDAD DEVITO,F,43,M,4019,19007,0,0
CLAYTON FALCONE,M,68,S,4390,6813,0,0
SYDNEY LOWMAN,M,25,M,6401,7603,0,0
YVONE FUENTES,F,23,M,4883,8077,0,0
FREDRICK WORRELL,M,75,M,5038,14419,0,0
CORNELIUS FOGLE,M,67,S,2170,95044,0,0
ALEJANDRO SPIRES,M,59,S,3056,22763,1,4274.119671
TOD OXENDINE,M,48,S,2650,53974,2,16307.56146
MINH VELASCO,M,41,S,2500,37081,3,18327.81714
OLGA KUO,F,77,S,3070,22920,0,0
ALBERTINA SALINAS,F,68,S,4220,28882,0,0
DWAIN KOESTER,M,37,S,3912,14606,0,0
NELIA SANTAMARIA,F,28,M,3102,6016,0,0
PANSY BRONSON,F,40,S,2292,2435,0,0
MARIANO LOUIE,M,19,M,2067,22621,1,376.0201303
SHAWNNA BADILLO,F,62,S,2154,37914,0,0
IVORY FRENCH,M,22,M,6164,47545,0,0
ODELL VENTURA,M,63,S,3254,383,0,0
JIMMIE HOOKS,M,36,M,4065,9255,0,0
DIANA WEIS,F,39,M,6156,16022,0,0
MANUAL RIDGEWAY,M,47,S,2030,13914,0,0
DAVID GOODRICH,M,21,M,6025,29796,1,10078.7432
SAMMIE RUDOLPH,M,18,M,2102,6144,0,0
ABDUL HYMAN,M,58,S,6154,9665,0,0
CORI ZAVALA,F,66,S,6169,34329,0,0
TERRELL MAYS,M,65,S,2770,60345,4,21170.3822
NIGEL NAGY,M,78,S,3089,11504,1,5781.566255
JACOB HERRICK,M,71,S,3300,10104,0,0
BROCK BRINKMAN,M,22,M,3140,15650,1,1608.670476
VELVA LING,F,36,M,2203,12979,0,0
EDGAR MONAGHAN,M,48,S,3064,53173,2,7244.605113
TAD LOGAN,M,32,S,2713,3080,0,0
CHRISTIAN JAY,M,64,S,3058,31552,2,4979.398575
EARLIE BREWSTER,F,74,S,4032,14287,0,0
MIKE SEATON,M,23,S,3764,7535,0,0
MARVA NUTTER,F,23,S,5092,15875,1,8941.832476
MORGAN COWAN,F,45,S,2081,5166,0,0
TARA VERDUGO,F,47,S,3805,54481,0,0
DALLAS BALLEW,M,36,S,2650,53974,2,5864.192534
LACY CAMARGO,M,39,M,2400,10215,0,0
JEFFIE DOUGHERTY,F,70,S,3136,40963,0,0
JAN URRUTIA,M,28,M,3030,77756,2,20320.7016
JASON SPEAR,M,40,S,2750,42587,0,0
NADENE SPRINGER,F,53,S,2200,40612,0,0
GAIL UTLEY,M,43,S,3175,47994,1,1985.442106
ILEANA THATCHER,F,17,S,3175,47994,0,0
EMELY HALLER,F,56,S,5159,33149,0,0
DORIS RICHARDS,F,30,M,2800,41363,0,0
FRED GRIEGO,F,84,S,3412,216,0,0
MATHILDA WILDE,F,30,M,2800,41363,1,2635.151736
MYRLE SIBLEY,F,32,M,3166,22343,1,394.3630315
TOMMY BOGAN,M,42,M,3803,10161,1,3207.781746
BRYANT QUARLES,M,76,S,5240,530,1,661.7118019
ANTOINE STOVER,M,47,S,2170,95044,1,300
QUINCY CULP,M,20,M,2029,9400,0,0
TRAVIS NICKEL,M,20,M,6152,24370,1,5294.606498
PHILIP DOUGHERTY,M,60,S,3064,53173,2,15009.53018
ZANE DOMINGUEZ,M,61,S,2230,26976,1,1384.947863
STAN BIRCH,M,31,S,3138,20691,1,8149.197956
NATHANAEL DOMINGO,M,52,S,2230,26976,1,478.2453852
BEAU DUKES,M,45,M,4122,41929,0,0
EDDIE WEATHERFORD,M,70,S,5108,37960,0,0
EMMITT JAIN,M,45,M,3175,47994,0,0
LEIDA PARR,F,23,M,3363,3301,0,0
BETTIE SOARES,F,62,S,852,7973,0,0
JAYE KOZLOWSKI,F,20,M,4122,41929,1,1742.591035
JARED PARDO,M,26,M,3137,13097,0,0
JENELL SO,F,28,S,2830,37737,1,3015.426576
MARVEL LEHMANN,F,51,S,852,7973,0,0
SIDNEY HAMBY,M,50,S,2145,71312,1,685.6097233
ELVA POIRIER,F,37,S,2500,37081,0,0
ANNETTE COATES,F,53,S,2179,5404,0,0
JANAE MCKOY,F,47,S,3135,19000,3,21942.92708
DONG HOANG,M,16,S,4350,102245,1,3753.663383
MARGARET CAVANAUGH,F,20,M,6010,15483,0,0
ELROY FITZGERALD,M,38,S,5067,9957,0,0
FRANCIS LLOYD,F,36,S,4562,7192,0,0
CRISTOBAL BACON,M,18,M,5118,17289,2,5088.710704
GALEN VARGO,M,44,S,2651,2218,0,0
CARL CROWE,M,89,S,5275,2280,0,0
JAYE FOURNIER,F,19,M,4211,56333,0,0
MARLEN MCKEEVER,F,73,S,4703,20639,0,0
JAMAL TEIXEIRA,M,31,S,2749,15771,0,0
JUSTINA MADRID,F,65,S,4280,14880,0,0
MARYLIN MAYA,F,48,S,4109,35371,1,323.1167978
SHIRLY HWANG,F,18,M,3898,629,0,0
WINFORD ELLISON,M,55,S,2576,12709,0,0
ANTON SINCLAIR,M,17,S,4350,102245,0,0
ISRAEL RODERICK,M,23,M,6027,42096,0,0
MALENA FINE,F,30,M,4115,17803,0,0
RAUL ISRAEL,M,71,S,6060,21885,0,0
YAJAIRA AU,F,24,M,2161,28269,1,5732.539682
CINDIE RICHARDS,F,33,S,3029,68424,3,11818.89113
MYRTICE DREW,F,56,S,6623,1613,1,8479.733199
CORNELIUS VARELA,M,19,M,6111,22061,0,0
RAYMON FENNELL,M,41,S,2327,7359,0,0
JARRED FAN,M,83,S,3177,10256,1,8949.210319
SERENA JOHNSON,F,59,M,4152,42501,0,0
WILLIAM KIMBLE,M,25,M,2088,27452,0,0
SHERMAN MADRIGAL,M,22,M,4510,42205,0,0
BRYNN HERNDON,F,24,M,2154,37914,0,0
DANNIE TOLIVER,M,68,S,4573,21404,0,0
SOPHIA SKINNER,F,45,M,6317,4184,0,0
CYRUS KUEHN,M,19,M,3070,22920,0,0
CLYDE JOLLY,M,60,S,4550,4178,1,1279.303698
KERSTIN YBARRA,F,31,S,2558,11121,1,5685.007652
THANH PUGA,M,64,S,5006,6678,0,0
CHARLES FOGLE,M,28,M,3160,9093,0,0
CARY HAND,M,59,S,4051,25847,1,1860.046179
DIA HILTON,F,88,S,4551,48893,0,0
